"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataset.control_key","dataset.ood_condition","logger.group","logger.log_model","logger.offline","logger.project","model.cond_output_dropout","model.condition_embedding_dim","model.decoder_dims","model.decoder_dropout","model.epsilon","model.flow_noise","model.flow_type","model.hidden_dims","model.hidden_dropout","model.layer_norm_before_concatenation","model.layers_after_pool.dims","model.layers_after_pool.dropout_rate","model.layers_after_pool.layer_type","model.layers_before_pool.cytokines.dims","model.layers_before_pool.cytokines.dropout_rate","model.layers_before_pool.cytokines.layer_type","model.layers_before_pool.donor.dims","model.layers_before_pool.donor.dropout_rate","model.layers_before_pool.donor.layer_type","model.learning_rate","model.linear_projection_before_concatenation","model.multi_steps","model.pooling","model.tau_a","model.tau_b","model.time_encoder_dims","model.time_encoder_dropout","model.time_freqs","training.batch_size","training.n_cells_max_in_source_ood_at_log_iteration","training.n_cells_max_in_source_ood_at_train_end","training.num_iterations","training.ood_n_conditions_on_log_iteration","training.out_dir","training.save_model","training.save_preds","training.test_n_conditions_on_log_iteration","training.test_n_conditions_on_train_end","training.train_fraction_for_validation","training.valid_freq","ood_e_distance_mean","ood_mmd_mean","ood_r_squared_mean","pca_decoded_ood_r_squared_mean"
"colorful-wave-57","finished","-","","","2024-12-14T02:31:25.000Z","7319","","is_control","IL-24","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6691843045177622","0.0013033506693318486","0.8788399050633112","0.9843708670285704"
"swept-totem-45","finished","-","","","2024-12-14T00:54:14.000Z","5041","","is_control","IL-17C","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6880765595765889","0.0013409765670076013","0.8725899656613668","0.984435103222304"
"trim-totem-17","finished","-","","","2024-12-13T21:03:45.000Z","5010","","is_control","EPO","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.7056649324954757","0.0014010154409334064","0.8600024282932281","0.9849421925649935"
"happy-waterfall-62","finished","-","","","2024-12-14T03:50:17.000Z","5074","","is_control","IL-33","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.7023356749413701","0.0014933692291378975","0.9084242582321167","0.9851560190965278"
"zesty-yogurt-55","finished","-","","","2024-12-14T02:19:29.000Z","7521","","is_control","IL-22","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6919333551187989","0.001313679269514978","0.8567336648702621","0.9852597406238836"
"fresh-snowflake-67","finished","-","","","2024-12-14T04:17:10.000Z","5074","","is_control","IL-36Ra","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6616490591328971","0.0013407353544607759","0.9029506345589956","0.9856314913118883"
"youthful-lion-76","finished","-","","","2024-12-14T05:44:50.000Z","4990","","is_control","RANKL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6297461694054588","0.0012699890648946166","0.8865956117709478","0.9858607183347666"
"decent-wave-5","finished","-","","","2024-12-13T19:17:15.000Z","7543","","is_control","ADSF","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6673260684387495","0.0012960947351530194","0.8688089549541473","0.9859223225561563"
"fallen-armadillo-14","finished","-","","","2024-12-13T20:35:36.000Z","5065","","is_control","Decorin","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.661768838608077","0.001277592615224421","0.8767336954673132","0.9859874454979795"
"stilted-eon-9","finished","-","","","2024-12-13T19:19:42.000Z","4976","","is_control","APRIL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6235530139732232","0.0014598671114072204","0.9006371349096298","0.9862239499158303"
"valiant-wood-53","finished","-","","","2024-12-14T02:16:23.000Z","7350","","is_control","IL-20","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6255069706908335","0.0012802783166989684","0.876166820526123","0.9862578381583065"
"glamorous-breeze-21","finished","-","","","2024-12-13T21:39:03.000Z","7536","","is_control","GITRL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.6380783355750536","0.0013688093749806285","0.9018774479627609","0.9865982260077989"
"prime-feather-32","finished","-","","","2024-12-13T23:10:50.000Z","5056","","is_control","IFN-lambda3","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5569623368319133","0.00116048997733742","0.8716404736042023","0.9869209919597961"
"youthful-pine-8","finished","-","","","2024-12-13T19:19:40.000Z","5000","","is_control","BAFF","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5946001972051403","0.001335840206593275","0.9036035239696503","0.9869235042925316"
"dark-brook-7","finished","-","","","2024-12-13T19:18:06.000Z","7365","","is_control","C3a","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5446236769274897","0.0011253001866862178","0.8901830365260442","0.9869749824109978"
"lively-eon-64","finished","-","","","2024-12-14T03:50:20.000Z","5034","","is_control","IL-34","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5137131262768477","0.0011683375341817737","0.9146353155374527","0.9870927567019862"
"fiery-eon-18","finished","-","","","2024-12-13T21:03:45.000Z","5008","","is_control","FGF-beta","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.564670369721013","0.001229513087309897","0.9123803128798803","0.9872230365291274"
"resilient-waterfall-77","finished","-","","","2024-12-14T05:44:56.000Z","5042","","is_control","TGF-beta1","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5536704577231149","0.0011483688140287995","0.913832888007164","0.9873440006402102"
"sparkling-eon-60","finished","-","","","2024-12-14T03:28:09.000Z","5072","","is_control","IL-31","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5596651597140246","0.0011358410120010376","0.8941799700260162","0.9875230930464362"
"peach-pond-66","finished","-","","","2024-12-14T03:56:15.000Z","7321","","is_control","IL-36-alpha","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5739345794208113","0.001275080954656005","0.9091194321711858","0.9876172655514684"
"fresh-plant-83","finished","-","","","2024-12-14T06:13:28.000Z","7320","","is_control","TPO","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.533085776915423","0.0011133602820336819","0.9163009325663248","0.9878417229564226"
"clean-jazz-84","finished","-","","","2024-12-14T06:52:38.000Z","7325","","is_control","TRAIL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5484850279643396","0.0011099560651928186","0.9122529178857804","0.9878769618398734"
"polar-jazz-79","finished","-","","","2024-12-14T05:44:58.000Z","5028","","is_control","PSPN","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5314428892371351","0.0011313315480947495","0.914747749765714","0.9881158644147611"
"rose-monkey-46","finished","-","","","2024-12-14T01:39:36.000Z","7301","","is_control","IL-17D","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4946609307666314","0.0010293851373717189","0.9075573235750198","0.9883009104749368"
"fresh-sponge-31","finished","-","","","2024-12-13T22:48:03.000Z","5076","","is_control","IFN-lambda2","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.5356022259321449","0.0011416097404435277","0.9012071788311005","0.9883226782582333"
"vague-yogurt-19","finished","-","","","2024-12-13T21:05:01.000Z","5003","","is_control","FLT3L","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4584405650019967","0.0009731308673508465","0.9138361314932505","0.9891129750290832"
"legendary-durian-72","finished","-","","","2024-12-14T04:48:21.000Z","7333","","is_control","IL-8","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4705794365722736","0.001064679934643209","0.9099985609451929","0.9891854281915403"
"visionary-forest-42","finished","-","","","2024-12-14T00:27:34.000Z","5007","","is_control","IL-17A","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4736365748267879","0.0010113497264683247","0.910360187292099","0.9892620627460867"
"wild-snow-86","finished","-","","","2024-12-14T07:00:04.000Z","7531","","is_control","TWEAK","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.469942531650928","0.0010194480419158936","0.9164390365282694","0.9893965845635497"
"hardy-dust-80","finished","-","","","2024-12-14T05:45:41.000Z","5019","","is_control","PRL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.45792144895709325","0.0010150766465812922","0.9271600693464279","0.9894031980481982"
"polar-moon-69","finished","-","","","2024-12-14T04:35:37.000Z","7385","","is_control","IL-5","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4591954252075728","0.001072380691766739","0.9270742436250051","0.9895273091996782"
"different-waterfall-6","finished","-","","","2024-12-13T19:17:27.000Z","7407","","is_control","4-1BBL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.47005753909897646","0.0010484548984095454","0.9221380402644476","0.9895551722920551"
"resilient-dragon-4","finished","-","","","2024-12-13T19:04:06.000Z","7541","","is_control","4-1BBL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.47005753909897646","0.0010484548984095454","0.9221380402644476","0.9895551722920551"
"fanciful-wildflower-25","finished","-","","","2024-12-13T21:57:03.000Z","7365","","is_control","HGF","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4825674583095972","0.0011637064162641764","0.9224395453929901","0.9895827826805967"
"valiant-forest-58","finished","-","","","2024-12-14T02:32:09.000Z","7374","","is_control","IL-26","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4807709888433891","0.001194105832837522","0.9129915634791056","0.9897261320841532"
"generous-cherry-28","finished","-","","","2024-12-13T22:46:32.000Z","5043","","is_control","IFN-lambda1","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.4980067132762234","0.001093174796551466","0.9130179534355799","0.9897699671499584"
"sparkling-darkness-87","finished","-","","","2024-12-14T07:00:36.000Z","7339","","is_control","VEGF","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.433136409851753","0.00103368132840842","0.923475111524264","0.9900407037065421"
"easy-elevator-16","finished","-","","","2024-12-13T21:01:41.000Z","7308","","is_control","EGF","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.46001692961018864","0.0010627610608935356","0.919787640372912","0.9902999159835998"
"smart-wildflower-65","finished","-","","","2024-12-14T03:51:05.000Z","5049","","is_control","IL-35","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.40323944817530705","0.0009832042269408703","0.9137175877888998","0.9911753267018554"
"decent-sky-47","finished","-","","","2024-12-14T01:43:07.000Z","5066","","is_control","IL-17F","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","0.35828507854960634","0.0008681401959620416","0.9395066797733307","0.9920469015750468"
"effortless-planet-1","crashed","-","","","2024-12-13T18:13:57.000Z","2030","","is_control","4-1BBL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","0","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","NaN","NaN","NaN","NaN"
"stellar-snowflake-74","crashed","-","","","2024-12-14T05:10:32.000Z","101","","is_control","LIGHT","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","","","",""
"stellar-valley-75","crashed","-","","","2024-12-14T05:10:32.000Z","101","","is_control","LT-alpha1-beta2","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","","","",""
"legendary-lion-3","crashed","-","","","2024-12-13T19:02:14.000Z","0","","is_control","4-1BBL","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","0","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","","","",""
"skilled-yogurt-2","crashed","-","","","2024-12-13T19:00:52.000Z","81","","is_control","ADSF","hparam_search","true","false","otfm_zebrafish","0.9","256","[4096,4096,4096]","0","0.5","0.1","constant_noise","[2048,2048,2048]","0","false","[1024,1024]","0","mlp","[1024,1024]","0.5","mlp","[256,256]","0","mlp","0.00005","false","20","attention_token","1","1","[1024,1024,1024]","0","1024","1024","30000","30000","500000","0","/lustre/groups/ml01/workspace/ot_perturbation/models/otfm/pbmc","true","true","0","0","0","125000","","","",""